tract,iou,alignment,recurrence_score,image_group,initial_label,label_spread_prediction
tract_8,0.015,0.342,21.71,40_349_285,1,1
tract_1,0.0,0.704,20.9,40_358_264,-1,1
tract_2,0.0,0.282,5.64,40_358_264,-1,0
tract_3,0.0,0.485,2.26,40_358_264,-1,0
tract_4,0.0,0.977,0.16,40_358_264,-1,0
tract_5,0.0,0.543,2.37,40_358_264,-1,0
tract_6,0.016,0.079,14.63,40_358_264,-1,1
tract_7,0.0,0.605,20.62,40_358_264,-1,1
tract_8,0.057,0.905,33.43,40_358_264,-1,1
tract_1,0.0,0.986,0.47,40_364_420,-1,0
tract_2,0.0,0.267,1.08,40_364_420,-1,0
tract_3,0.0,0.963,7.44,40_364_420,-1,0
tract_4,0.01,0.536,20.62,40_364_420,-1,1
tract_5,0.138,0.973,31.22,40_364_420,-1,1
tract_6,0.083,0.653,32.7,40_364_420,-1,1
tract_7,0.0,0.96,5.81,40_364_420,-1,0
tract_8,0.0,0.164,0.67,40_364_420,-1,0
tract_1,0.0,0.919,0.0,40_368_349,0,0
tract_2,0.0,0.206,0.0,40_368_349,0,0
tract_3,0.0,0.994,0.0,40_368_349,0,0
tract_4,0.0,0.215,0.0,40_368_349,0,0
tract_5,0.0,0.948,23.89,40_368_349,1,1
tract_6,0.037,0.17,53.68,40_368_349,1,1
tract_7,0.0,0.934,22.43,40_368_349,1,1
tract_8,0.0,0.178,0.0,40_368_349,0,0
tract_1,0.0,0.081,6.25,41_216_523,0,0
tract_2,0.0,0.105,14.48,41_216_523,1,1
tract_3,0.058,0.376,36.09,41_216_523,1,1
tract_4,0.012,0.783,29.45,41_216_523,1,1
tract_5,0.0,0.264,10.63,41_216_523,0,0
tract_6,0.0,0.063,1.71,41_216_523,0,0
tract_7,0.0,0.191,0.71,41_216_523,0,0
tract_8,0.0,0.961,0.68,41_216_523,0,0
tract_1,0.0,0.494,15.56,41_236_384,-1,0
tract_2,0.108,0.563,36.1,41_236_384,-1,1
tract_3,0.0,0.235,14.48,41_236_384,-1,1
tract_4,0.065,0.993,25.27,41_236_384,-1,1
tract_5,0.0,0.311,3.66,41_236_384,-1,0
tract_6,0.0,0.059,0.05,41_236_384,-1,0
tract_7,0.0,0.383,0.7,41_236_384,-1,0
tract_8,0.0,0.942,4.2,41_236_384,-1,0
tract_1,0.056,0.616,25.48,41_241_233,1,1
tract_2,0.021,0.319,8.42,41_241_233,0,0
tract_3,0.0,0.342,2.76,41_241_233,0,0
tract_4,0.0,0.998,0.16,41_241_233,0,0
tract_5,0.0,0.412,2.42,41_241_233,0,0
tract_6,0.0,0.08,5.44,41_241_233,0,0
tract_7,0.0,0.48,21.1,41_241_233,1,1
tract_8,0.468,0.874,34.21,41_241_233,1,1
tract_1,0.0,0.237,23.53,41_245_368,1,1
tract_2,0.041,0.261,54.58,41_245_368,1,1
tract_3,0.0,0.045,21.89,41_245_368,1,1
tract_4,0.0,0.94,0.0,41_245_368,0,0
tract_5,0.0,0.045,0.0,41_245_368,0,0
tract_6,0.0,0.002,0.0,41_245_368,0,0
tract_7,0.0,0.121,0.0,41_245_368,0,0
tract_8,0.0,0.996,0.0,41_245_368,0,0
tract_1,0.016,0.566,24.49,41_250_247,-1,1
tract_2,0.007,0.104,7.76,41_250_247,-1,0
tract_3,0.0,0.779,2.65,41_250_247,-1,0
tract_4,0.0,0.366,0.17,41_250_247,-1,0
tract_5,0.0,0.694,2.49,41_250_247,-1,0
tract_6,0.0,0.15,5.6,41_250_247,-1,0
tract_7,0.0,0.64,21.73,41_250_247,-1,1
tract_8,0.217,0.435,35.11,41_250_247,-1,1
tract_1,0.165,0.909,31.56,41_257_185,-1,1
tract_2,0.0,0.206,13.61,41_257_185,-1,0
tract_3,0.0,0.994,5.47,41_257_185,-1,0
tract_4,0.0,0.218,0.58,41_257_185,-1,0
tract_5,0.0,0.948,1.17,41_257_185,-1,0
tract_6,0.0,0.201,2.63,41_257_185,-1,0
tract_7,0.027,0.935,16.31,41_257_185,-1,1
tract_8,0.047,0.286,28.68,41_257_185,-1,1
tract_1,0.0,0.968,23.0,41_257_372,-1,1
tract_2,0.037,0.529,53.34,41_257_372,-1,1
tract_3,0.0,0.992,21.39,41_257_372,-1,1
tract_4,0.0,0.387,0.0,41_257_372,-1,0
tract_5,0.0,0.962,0.0,41_257_372,-1,0
tract_6,0.002,0.181,2.26,41_257_372,-1,0
tract_7,0.0,0.962,0.0,41_257_372,-1,0
tract_8,0.0,0.001,0.0,41_257_372,-1,0
tract_1,0.0,0.063,17.1,41_269_330,1,1
tract_2,0.007,0.135,39.66,41_269_330,1,1
tract_3,0.0,0.344,15.91,41_269_330,0,0
tract_4,0.0,0.795,0.0,41_269_330,0,0
tract_5,0.0,0.247,0.0,41_269_330,0,0
tract_6,0.005,0.099,27.34,41_269_330,1,1
tract_7,0.0,0.173,0.0,41_269_330,0,0
tract_8,0.0,0.966,0.0,41_269_330,0,0
tract_1,0.0,0.149,2.45,41_269_521,-1,0
tract_2,0.0,0.085,5.67,41_269_521,-1,0
tract_3,0.0,0.424,23.14,41_269_521,-1,1
tract_4,0.032,0.735,37.87,41_269_521,-1,1
tract_5,0.0,0.328,22.36,41_269_521,-1,1
tract_6,0.0,0.076,5.88,41_269_521,-1,0
tract_7,0.0,0.256,2.46,41_269_521,-1,0
tract_8,0.0,0.94,0.17,41_269_521,-1,0
tract_1,0.0,0.707,0.0,41_276_351,1,1
tract_2,0.001,0.249,4.66,41_276_351,1,1
tract_3,0.0,0.488,0.0,41_276_351,0,0
tract_4,0.0,0.976,0.0,41_276_351,0,0
tract_5,0.0,0.546,0.0,41_276_351,0,0
tract_6,0.019,0.233,95.34,41_276_351,1,1
tract_7,0.0,0.608,0.0,41_276_351,0,0
tract_8,0.0,0.818,0.0,41_276_351,0,0
tract_1,0.056,0.846,24.08,41_280_188,1,1
tract_2,0.0,0.169,4.01,41_280_188,0,0
tract_3,0.0,0.969,1.61,41_280_188,0,0
tract_4,0.0,0.059,0.46,41_280_188,0,0
tract_5,0.0,0.91,4.22,41_280_188,0,0
tract_6,0.0,0.194,9.48,41_280_188,0,0
tract_7,0.115,0.9,22.69,41_280_188,1,1
tract_8,0.098,0.491,33.45,41_280_188,1,1
tract_1,0.012,0.623,19.33,41_292_190,-1,1
tract_2,0.0,0.269,5.21,41_292_190,-1,0
tract_3,0.0,0.384,2.09,41_292_190,-1,0
tract_4,0.0,0.994,0.26,41_292_190,-1,0
tract_5,0.0,0.45,3.79,41_292_190,-1,0
tract_6,0.0,0.088,8.52,41_292_190,-1,0
tract_7,0.096,0.443,33.05,41_292_190,-1,1
tract_8,0.168,0.763,27.75,41_292_190,-1,1
tract_1,0.0,0.967,2.22,41_292_442,-1,0
tract_2,0.0,0.29,5.15,41_292_442,-1,0
tract_3,0.0,0.884,21.0,41_292_442,-1,1
tract_4,0.283,0.693,34.37,41_292_442,-1,1
tract_5,0.05,0.915,26.41,41_292_442,-1,1
tract_6,0.007,0.173,7.74,41_292_442,-1,0
tract_7,0.0,0.918,2.9,41_292_442,-1,0
tract_8,0.0,0.373,0.2,41_292_442,-1,0
tract_1,0.0,0.506,21.57,41_296_242,1,1
tract_2,0.0,0.029,5.82,41_296_242,0,0
tract_3,0.0,0.733,2.34,41_296_242,0,0
tract_4,0.0,0.431,0.2,41_296_242,0,0
tract_5,0.0,0.645,2.91,41_296_242,0,0
tract_6,0.005,0.065,7.33,41_296_242,0,0
tract_7,0.027,0.614,25.35,41_296_242,1,1
tract_8,0.225,0.453,34.49,41_296_242,1,1
tract_1,0.0,0.092,0.75,41_318_383,-1,0
tract_2,0.0,0.152,0.05,41_318_383,-1,0
tract_3,0.0,0.193,2.02,41_318_383,-1,0
tract_4,0.017,0.875,12.59,41_318_383,-1,1
tract_5,0.0,0.091,19.11,41_318_383,-1,1
tract_6,0.096,0.28,42.92,41_318_383,-1,1
tract_7,0.0,0.023,17.94,41_318_383,-1,1
tract_8,0.0,0.993,4.62,41_318_383,-1,0
tract_1,0.0,0.538,0.0,41_322_369,-1,0
tract_2,0.0,0.254,0.0,41_322_369,-1,0
tract_3,0.0,0.285,0.0,41_322_369,-1,0
tract_4,0.0,0.999,0.0,41_322_369,-1,0
tract_5,0.0,0.359,23.89,41_322_369,-1,1
tract_6,0.269,0.642,53.68,41_322_369,-1,1
tract_7,0.0,0.429,22.43,41_322_369,-1,1
tract_8,0.0,0.923,0.0,41_322_369,-1,0
tract_1,0.0,0.967,0.57,41_327_509,0,0
tract_2,0.0,0.24,1.31,41_327_509,0,0
tract_3,0.0,0.993,9.06,41_327_509,0,0
tract_4,0.018,0.375,25.1,41_327_509,1,1
tract_5,0.307,0.865,38.71,41_327_509,1,1
tract_6,0.0,0.203,17.23,41_327_509,1,1
tract_7,0.0,0.962,7.21,41_327_509,0,0
tract_8,0.0,0.004,0.83,41_327_509,0,0
tract_1,0.0,0.33,2.01,41_345_484,-1,0
tract_2,0.0,0.03,4.65,41_345_484,-1,0
tract_3,0.0,0.587,18.99,41_345_484,-1,1
tract_4,0.046,0.613,31.07,41_345_484,-1,1
tract_5,0.019,0.046,31.36,41_345_484,-1,1
tract_6,0.0,0.11,8.24,41_345_484,-1,0
tract_7,0.0,0.426,3.45,41_345_484,-1,0
tract_8,0.0,0.86,0.23,41_345_484,-1,0
tract_1,0.0,0.687,0.59,41_354_501,-1,0
tract_2,0.0,0.279,1.37,41_354_501,-1,0
tract_3,0.0,0.463,9.48,41_354_501,-1,0
tract_4,0.037,0.979,26.26,41_354_501,-1,1
tract_5,0.348,0.867,37.69,41_354_501,-1,1
tract_6,0.0,0.104,16.78,41_354_501,-1,1
tract_7,0.0,0.587,7.02,41_354_501,-1,0
tract_8,0.0,0.834,0.81,41_354_501,-1,0
tract_1,0.0,0.977,0.0,41_355_324,0,0
tract_2,0.0,0.284,0.0,41_355_324,0,0
tract_3,0.0,0.911,0.0,41_355_324,0,0
tract_4,0.0,0.657,0.0,41_355_324,0,0
tract_5,0.0,0.911,23.89,41_355_324,1,1
tract_6,0.045,0.127,53.68,41_355_324,1,1
tract_7,0.0,0.935,22.43,41_355_324,1,1
tract_8,0.0,0.315,0.0,41_355_324,0,0
tract_1,0.0,0.944,0.0,41_365_321,-1,0
tract_2,0.0,0.222,0.0,41_365_321,-1,0
tract_3,0.0,0.997,0.0,41_365_321,-1,0
tract_4,0.0,0.288,0.0,41_365_321,-1,0
tract_5,0.0,0.957,23.89,41_365_321,-1,1
tract_6,0.064,0.264,53.68,41_365_321,-1,1
tract_7,0.0,0.949,22.43,41_365_321,-1,1
tract_8,0.0,0.104,0.0,41_365_321,-1,0
tract_1,0.0,0.981,22.44,41_367_266,-1,1
tract_2,0.0,0.256,6.05,41_367_266,-1,0
tract_3,0.0,0.979,2.43,41_367_266,-1,0
tract_4,0.0,0.468,0.17,41_367_266,-1,0
tract_5,0.0,0.957,2.54,41_367_266,-1,0
tract_6,0.001,0.003,8.35,41_367_266,-1,0
tract_7,0.0,0.964,22.13,41_367_266,-1,1
tract_8,0.008,0.212,35.88,41_367_266,-1,1
tract_1,0.0,0.705,0.0,41_370_424,-1,0
tract_2,0.0,0.104,0.0,41_370_424,-1,0
tract_3,0.0,0.882,0.0,41_370_424,-1,0
tract_4,0.0,0.183,0.0,41_370_424,-1,0
tract_5,0.106,0.813,53.7,41_370_424,-1,1
tract_6,0.025,0.293,36.31,41_370_424,-1,1
tract_7,0.0,0.764,10.0,41_370_424,-1,0
tract_8,0.0,0.55,0.0,41_370_424,-1,0
tract_1,0.0,0.037,0.55,41_372_509,0,0
tract_2,0.0,0.137,1.27,41_372_509,0,0
tract_3,0.0,0.247,8.78,41_372_509,0,0
tract_4,0.003,0.855,24.32,41_372_509,1,1
tract_5,0.096,0.293,39.38,41_372_509,1,1
tract_6,0.0,0.039,17.53,41_372_509,1,1
tract_7,0.0,0.077,7.33,41_372_509,0,0
tract_8,0.0,0.986,0.84,41_372_509,0,0
tract_1,0.0,0.497,19.91,42_226_305,1,1
tract_2,0.052,0.187,46.18,42_226_305,1,1
tract_3,0.0,0.237,18.52,42_226_305,1,1
tract_4,0.0,0.997,4.54,42_226_305,0,0
tract_5,0.0,0.314,0.66,42_226_305,0,0
tract_6,0.0,0.059,0.1,42_226_305,0,0
tract_7,0.0,0.385,1.44,42_226_305,0,0
tract_8,0.004,0.951,8.66,42_226_305,0,0
tract_1,0.087,0.505,32.81,42_229_217,-1,1
tract_2,0.006,0.099,9.79,42_229_217,-1,0
tract_3,0.0,0.769,3.55,42_229_217,-1,0
tract_4,0.0,0.382,0.14,42_229_217,-1,0
tract_5,0.0,0.682,2.06,42_229_217,-1,0
tract_6,0.0,0.149,4.62,42_229_217,-1,0
tract_7,0.0,0.628,17.94,42_229_217,-1,1
tract_8,0.173,0.481,29.08,42_229_217,-1,1
tract_1,0.0,0.523,3.44,42_232_517,-1,0
tract_2,0.0,0.251,7.96,42_232_517,-1,0
tract_3,0.021,0.276,32.47,42_232_517,-1,1
tract_4,0.049,0.999,30.93,42_232_517,-1,1
tract_5,0.0,0.342,18.26,42_232_517,-1,1
tract_6,0.0,0.065,4.8,42_232_517,-1,0
tract_7,0.0,0.413,2.01,42_232_517,-1,0
tract_8,0.0,0.93,0.14,42_232_517,-1,0
tract_1,0.0,0.483,2.16,42_234_406,-1,0
tract_2,0.081,0.57,18.41,42_234_406,-1,1
tract_3,0.003,0.224,20.43,42_234_406,-1,1
tract_4,0.196,0.945,32.5,42_234_406,-1,1
tract_5,0.0,0.299,19.19,42_234_406,-1,1
tract_6,0.0,0.056,5.05,42_234_406,-1,0
tract_7,0.0,0.372,2.11,42_234_406,-1,0
tract_8,0.0,0.946,0.14,42_234_406,-1,0
tract_1,0.126,0.795,29.02,42_245_214,1,1
tract_2,0.013,0.339,8.78,42_245_214,0,0
tract_3,0.0,0.538,3.14,42_245_214,0,0
tract_4,0.0,0.962,0.15,42_245_214,0,0
tract_5,0.0,0.591,2.26,42_245_214,0,0
tract_6,0.0,0.119,5.07,42_245_214,0,0
tract_7,0.0,0.651,19.68,42_245_214,1,1
tract_8,0.443,0.993,31.9,42_245_214,1,1
tract_1,0.0,0.978,2.4,42_254_433,-1,0
tract_2,0.014,0.32,7.41,42_254_433,-1,0
tract_3,0.0,0.914,22.71,42_254_433,-1,1
tract_4,0.278,0.798,37.17,42_254_433,-1,1
tract_5,0.0,0.913,21.95,42_254_433,-1,1
tract_6,0.0,0.187,5.77,42_254_433,-1,0
tract_7,0.0,0.937,2.41,42_254_433,-1,0
tract_8,0.0,0.308,0.16,42_254_433,-1,0
tract_1,0.0,0.054,2.45,42_254_468,-1,0
tract_2,0.0,0.143,5.67,42_254_468,-1,0
tract_3,0.0,0.231,23.14,42_254_468,-1,1
tract_4,0.274,0.717,37.87,42_254_468,-1,1
tract_5,0.0,0.136,22.36,42_254_468,-1,1
tract_6,0.0,0.036,5.88,42_254_468,-1,0
tract_7,0.0,0.06,2.46,42_254_468,-1,0
tract_8,0.0,0.988,0.17,42_254_468,-1,0
tract_1,0.0,0.858,2.44,42_259_463,0,0
tract_2,0.002,0.175,6.12,42_259_463,0,0
tract_3,0.0,0.972,23.03,42_259_463,1,1
tract_4,0.123,0.268,37.69,42_259_463,1,1
tract_5,0.0,0.914,22.26,42_259_463,1,1
tract_6,0.0,0.195,5.85,42_259_463,0,0
tract_7,0.0,0.89,2.45,42_259_463,0,0
tract_8,0.0,0.318,0.17,42_259_463,0,0
tract_1,0.0,0.983,0.0,42_269_368,-1,0
tract_2,0.008,0.32,30.17,42_269_368,-1,1
tract_3,0.0,0.974,0.0,42_269_368,-1,0
tract_4,0.0,0.492,0.0,42_269_368,-1,0
tract_5,0.0,0.955,0.0,42_269_368,-1,0
tract_6,0.019,0.433,69.83,42_269_368,-1,1
tract_7,0.0,0.964,0.0,42_269_368,-1,0
tract_8,0.0,0.118,0.0,42_269_368,-1,0
tract_1,0.0,0.598,1.67,42_290_493,-1,0
tract_2,0.0,0.063,3.86,42_290_493,-1,0
tract_3,0.0,0.805,15.76,42_290_493,-1,1
tract_4,0.073,0.374,25.78,42_290_493,-1,1
tract_5,0.065,0.693,38.35,42_290_493,-1,1
tract_6,0.0,0.157,10.08,42_290_493,-1,0
tract_7,0.0,0.67,4.22,42_290_493,-1,0
tract_8,0.0,0.665,0.29,42_290_493,-1,0
tract_1,0.0,0.485,1.75,42_301_396,0,0
tract_2,0.0,0.244,4.05,42_301_396,0,0
tract_3,0.0,0.224,16.5,42_301_396,0,0
tract_4,0.11,0.997,27.01,42_301_396,1,1
tract_5,0.008,0.333,17.8,42_301_396,1,1
tract_6,0.106,0.645,30.8,42_301_396,1,1
tract_7,0.0,0.373,1.96,42_301_396,0,0
tract_8,0.0,0.946,0.13,42_301_396,0,0
tract_1,0.0,0.968,20.94,42_315_270,1,1
tract_2,0.0,0.241,5.64,42_315_270,0,0
tract_3,0.0,0.993,2.27,42_315_270,0,0
tract_4,0.0,0.384,0.16,42_315_270,0,0
tract_5,0.0,0.962,2.37,42_315_270,0,0
tract_6,0.042,0.178,14.49,42_315_270,0,0
tract_7,0.0,0.962,20.65,42_315_270,1,1
tract_8,0.154,0.869,33.48,42_315_270,1,1
tract_1,0.0,0.25,1.77,42_316_487,-1,0
tract_2,0.0,0.055,4.1,42_316_487,-1,0
tract_3,0.0,0.516,16.71,42_316_487,-1,1
tract_4,0.102,0.71,27.34,42_316_487,-1,1
tract_5,0.075,0.263,36.28,42_316_487,-1,1
tract_6,0.0,0.095,9.54,42_316_487,-1,0
tract_7,0.0,0.352,3.99,42_316_487,-1,0
tract_8,0.0,0.9,0.27,42_316_487,-1,0
tract_1,0.0,0.351,16.26,42_324_200,1,1
tract_2,0.0,0.215,4.38,42_324_200,0,0
tract_3,0.0,0.076,1.76,42_324_200,0,0
tract_4,0.0,0.975,0.29,42_324_200,0,0
tract_5,0.0,0.161,4.29,42_324_200,0,0
tract_6,0.0,0.023,9.63,42_324_200,0,0
tract_7,0.132,0.361,37.37,42_324_200,1,1
tract_8,0.161,0.954,26.0,42_324_200,1,1
tract_1,0.0,0.036,2.07,42_325_443,-1,0
tract_2,0.0,0.117,4.8,42_325_443,-1,0
tract_3,0.0,0.318,19.6,42_325_443,-1,1
tract_4,0.187,0.893,32.08,42_325_443,-1,1
tract_5,0.06,0.235,29.33,42_325_443,-1,1
tract_6,0.006,0.067,8.67,42_325_443,-1,0
tract_7,0.0,0.148,3.22,42_325_443,-1,0
tract_8,0.0,0.972,0.22,42_325_443,-1,0
tract_1,0.0,0.978,1.76,42_330_277,0,0
tract_2,0.0,0.252,0.12,42_330_277,0,0
tract_3,0.0,0.985,0.82,42_330_277,0,0
tract_4,0.0,0.442,5.11,42_330_277,0,0
tract_5,0.0,0.96,19.43,42_330_277,1,1
tract_6,0.059,0.165,43.64,42_330_277,1,1
tract_7,0.0,0.964,18.24,42_330_277,1,1
tract_8,0.008,0.074,10.89,42_330_277,0,0
tract_1,0.0,0.291,0.7,42_337_382,0,0
tract_2,0.0,0.042,0.05,42_337_382,0,0
tract_3,0.0,0.553,2.49,42_337_382,0,0
tract_4,0.013,0.625,15.48,42_337_382,0,0
tract_5,0.002,0.474,19.37,42_337_382,1,1
tract_6,0.051,0.122,40.59,42_337_382,1,1
tract_7,0.0,0.39,16.96,42_337_382,1,1
tract_8,0.0,0.88,4.37,42_337_382,0,0
tract_1,0.0,0.478,20.93,42_339_281,-1,1
tract_2,0.0,0.02,5.64,42_339_281,-1,0
tract_3,0.0,0.711,2.27,42_339_281,-1,0
tract_4,0.0,0.46,0.16,42_339_281,-1,0
tract_5,0.0,0.621,2.37,42_339_281,-1,0
tract_6,0.015,0.04,14.51,42_339_281,-1,1
tract_7,0.0,0.563,20.65,42_339_281,-1,1
tract_8,0.054,0.705,33.47,42_339_281,-1,1
tract_1,0.0,0.805,0.0,42_341_350,0,0
tract_2,0.0,0.294,0.0,42_341_350,0,0
tract_3,0.0,0.618,0.0,42_341_350,0,0
tract_4,0.0,0.931,0.0,42_341_350,0,0
tract_5,0.0,0.663,23.89,42_341_350,1,1
tract_6,0.358,0.832,53.68,42_341_350,1,1
tract_7,0.0,0.718,22.43,42_341_350,1,1
tract_8,0.0,0.719,0.0,42_341_350,0,0
tract_1,0.0,0.796,6.88,43_229_497,-1,0
tract_2,0.0,0.143,15.93,43_229_497,-1,1
tract_3,0.061,0.94,39.71,43_229_497,-1,1
tract_4,0.002,0.009,25.46,43_229_497,-1,1
tract_5,0.0,0.873,9.19,43_229_497,-1,0
tract_6,0.0,0.187,1.48,43_229_497,-1,0
tract_7,0.0,0.84,0.62,43_229_497,-1,0
tract_8,0.0,0.426,0.74,43_229_497,-1,0
tract_1,0.043,0.964,25.0,43_236_245,1,1
tract_2,0.048,0.369,11.82,43_236_245,0,0
tract_3,0.0,0.993,2.71,43_236_245,0,0
tract_4,0.0,0.378,0.16,43_236_245,0,0
tract_5,0.0,0.962,2.31,43_236_245,0,0
tract_6,0.0,0.203,5.19,43_236_245,0,0
tract_7,0.0,0.961,20.15,43_236_245,1,1
tract_8,0.309,0.759,32.66,43_236_245,1,1
tract_1,0.0,0.026,2.49,43_238_450,-1,0
tract_2,0.005,0.164,6.43,43_238_450,-1,0
tract_3,0.006,0.24,23.49,43_238_450,-1,1
tract_4,0.303,0.621,37.24,43_238_450,-1,1
tract_5,0.0,0.162,21.99,43_238_450,-1,1
tract_6,0.0,0.041,5.78,43_238_450,-1,0
tract_7,0.0,0.087,2.42,43_238_450,-1,0
tract_8,0.0,0.984,0.16,43_238_450,-1,0
tract_1,0.0,0.46,21.08,43_255_290,-1,1
tract_2,0.027,0.232,14.17,43_255_290,-1,0
tract_3,0.0,0.196,2.28,43_255_290,-1,0
tract_4,0.0,0.994,0.16,43_255_290,-1,0
tract_5,0.0,0.275,2.39,43_255_290,-1,0
tract_6,0.0,0.018,5.43,43_255_290,-1,0
tract_7,0.0,0.347,20.79,43_255_290,-1,1
tract_8,0.107,0.82,33.7,43_255_290,-1,1
tract_1,0.0,0.641,21.35,43_264_336,-1,1
tract_2,0.009,0.15,49.53,43_264_336,-1,1
tract_3,0.0,0.407,19.86,43_264_336,-1,1
tract_4,0.0,0.992,0.0,43_264_336,-1,0
tract_5,0.0,0.472,0.0,43_264_336,-1,0
tract_6,0.002,0.045,9.26,43_264_336,-1,0
tract_7,0.0,0.538,0.0,43_264_336,-1,0
tract_8,0.0,0.867,0.0,43_264_336,-1,0
tract_1,0.0,0.42,2.44,43_265_450,-1,0
tract_2,0.003,0.251,5.9,43_265_450,-1,0
tract_3,0.0,0.152,23.08,43_265_450,-1,1
tract_4,0.461,0.879,37.76,43_265_450,-1,1
tract_5,0.0,0.233,22.3,43_265_450,-1,1
tract_6,0.0,0.037,5.89,43_265_450,-1,0
tract_7,0.0,0.307,2.45,43_265_450,-1,0
tract_8,0.0,0.967,0.17,43_265_450,-1,0
tract_1,0.0,0.795,0.0,43_267_312,1,1
tract_2,0.001,0.016,22.85,43_267_312,1,1
tract_3,0.0,0.938,0.0,43_267_312,0,0
tract_4,0.0,0.047,0.0,43_267_312,0,0
tract_5,0.0,0.872,0.0,43_267_312,0,0
tract_6,0.003,0.047,77.15,43_267_312,1,1
tract_7,0.0,0.839,0.0,43_267_312,0,0
tract_8,0.0,0.413,0.0,43_267_312,0,0
tract_1,0.0,0.862,0.59,43_269_385,-1,0
tract_2,0.006,0.24,9.44,43_269_385,-1,0
tract_3,0.0,0.974,3.13,43_269_385,-1,0
tract_4,0.009,0.137,19.5,43_269_385,-1,1
tract_5,0.0,0.916,15.21,43_269_385,-1,0
tract_6,0.021,0.314,34.17,43_269_385,-1,1
tract_7,0.0,0.892,14.28,43_269_385,-1,1
tract_8,0.0,0.31,3.68,43_269_385,-1,0
tract_1,0.0,0.977,22.6,43_279_288,1,1
tract_2,0.0,0.238,6.09,43_279_288,0,0
tract_3,0.0,0.985,2.45,43_279_288,0,0
tract_4,0.0,0.439,0.17,43_279_288,0,0
tract_5,0.0,0.96,2.56,43_279_288,0,0
tract_6,0.007,0.084,7.69,43_279_288,0,0
tract_7,0.0,0.964,22.29,43_279_288,1,1
tract_8,0.135,0.955,36.14,43_279_288,1,1
tract_1,0.0,0.603,2.43,43_280_444,0,0
tract_2,0.0,0.268,5.63,43_280_444,0,0
tract_3,0.0,0.361,22.97,43_280_444,1,1
tract_4,0.474,0.982,37.6,43_280_444,1,1
tract_5,0.006,0.454,22.66,43_280_444,1,1
tract_6,0.001,0.043,6.05,43_280_444,0,0
tract_7,0.0,0.497,2.49,43_280_444,0,0
tract_8,0.0,0.89,0.17,43_280_444,0,0
tract_1,0.0,0.617,2.41,43_284_305,0,0
tract_2,0.0,0.251,0.17,43_284_305,0,0
tract_3,0.0,0.378,0.78,43_284_305,0,0
tract_4,0.0,0.995,4.83,43_284_305,0,0
tract_5,0.0,0.444,18.36,43_284_305,1,1
tract_6,0.019,0.145,41.24,43_284_305,1,1
tract_7,0.0,0.512,17.23,43_284_305,1,1
tract_8,0.005,0.915,14.98,43_284_305,0,0
tract_1,0.0,0.576,0.74,43_294_385,-1,0
tract_2,0.0,0.054,0.05,43_294_385,-1,0
tract_3,0.0,0.788,2.11,43_294_385,-1,0
tract_4,0.015,0.343,13.15,43_294_385,-1,0
tract_5,0.001,0.701,19.32,43_294_385,-1,1
tract_6,0.078,0.422,42.36,43_294_385,-1,1
tract_7,0.0,0.651,17.7,43_294_385,-1,1
tract_8,0.0,0.685,4.56,43_294_385,-1,0
tract_1,0.0,0.63,0.55,43_297_399,-1,0
tract_2,0.0,0.271,0.04,43_297_399,-1,0
tract_3,0.0,0.393,4.84,43_297_399,-1,0
tract_4,0.105,0.99,30.1,43_297_399,-1,1
tract_5,0.01,0.477,16.5,43_297_399,-1,1
tract_6,0.128,0.764,31.45,43_297_399,-1,1
tract_7,0.0,0.525,13.14,43_297_399,-1,0
tract_8,0.0,0.874,3.39,43_297_399,-1,0
tract_1,0.0,0.203,2.43,43_303_453,0,0
tract_2,0.0,0.18,5.62,43_303_453,0,0
tract_3,0.0,0.08,22.93,43_303_453,1,1
tract_4,0.339,0.956,37.53,43_303_453,1,1
tract_5,0.005,0.036,22.75,43_303_453,1,1
tract_6,0.001,0.022,6.07,43_303_453,0,0
tract_7,0.0,0.088,2.5,43_303_453,0,0
tract_8,0.0,0.997,0.17,43_303_453,0,0
tract_1,0.0,0.535,16.55,43_312_199,-1,1
tract_2,0.0,0.253,4.46,43_312_199,-1,0
tract_3,0.0,0.281,1.79,43_312_199,-1,0
tract_4,0.0,0.999,0.29,43_312_199,-1,0
tract_5,0.0,0.355,4.22,43_312_199,-1,0
tract_6,0.0,0.052,9.47,43_312_199,-1,0
tract_7,0.162,0.579,36.75,43_312_199,-1,1
tract_8,0.21,0.868,26.47,43_312_199,-1,1
tract_1,0.0,0.242,22.99,43_319_275,-1,1
tract_2,0.0,0.057,6.2,43_319_275,-1,0
tract_3,0.0,0.509,2.49,43_319_275,-1,0
tract_4,0.0,0.671,0.18,43_319_275,-1,0
tract_5,0.0,0.413,2.6,43_319_275,-1,0
tract_6,0.001,0.002,6.11,43_319_275,-1,0
tract_7,0.0,0.344,22.67,43_319_275,-1,1
tract_8,0.093,0.757,36.76,43_319_275,-1,1
tract_1,0.0,0.862,0.57,43_328_519,-1,0
tract_2,0.0,0.298,1.31,43_328_519,-1,0
tract_3,0.0,0.7,9.06,43_328_519,-1,0
tract_4,0.022,0.882,25.11,43_328_519,-1,1
tract_5,0.385,0.944,38.7,43_328_519,-1,1
tract_6,0.0,0.15,17.23,43_328_519,-1,1
tract_7,0.0,0.784,7.2,43_328_519,-1,0
tract_8,0.0,0.639,0.83,43_328_519,-1,0
tract_1,0.0,0.973,0.0,43_330_360,0,0
